iter	Logloss
145	0.02238836467
146	0.02220583199
147	0.02214640093
148	0.02208623386
149	0.02194967912
150	0.02174773281
151	0.02172667917
152	0.02170099527
153	0.02154835955
154	0.02135271498
155	0.02101672234
156	0.02093486534
157	0.02080668734
158	0.02070726172
159	0.0206907705
160	0.02064121084
161	0.0206201728
162	0.02058136679
163	0.02047806073
164	0.02021520342
165	0.02019002931
166	0.01995078983
167	0.01989632211
168	0.01981425236
169	0.01968103658
170	0.01964198251
171	0.01958547401
172	0.01945849621
173	0.01934190194
174	0.01930380989
175	0.01922787155
176	0.01921848664
177	0.01916917824
178	0.01896468833
179	0.01886321816
180	0.01885027666
181	0.01870015098
182	0.01860242139
183	0.01841654726
184	0.01839253339
185	0.01830625297
186	0.01827968585
187	0.01803222526
188	0.01800539171
189	0.01794959765
190	0.01782754686
191	0.01777714637
192	0.01768467008
193	0.01767251789
194	0.01764479591
195	0.01750213895
196	0.01747383157
197	0.01728279627
198	0.01720217577
199	0.01715262847
200	0.0170059537
201	0.0168180005
202	0.01672557718
203	0.01670380299
204	0.01652423288
205	0.01650244467
206	0.01646348618
207	0.0163824995
208	0.01635964422
209	0.01611997081
210	0.01609377285
211	0.01605109071
212	0.01602862344
213	0.01597801199
214	0.01592215412
215	0.01590360058
216	0.01587989461
217	0.01579944442
218	0.01570305827
219	0.01550244731
220	0.01549171431
221	0.01546847938
222	0.01544291322
223	0.01539955464
224	0.01539056768
225	0.01531641518
226	0.01522765147
227	0.01511393039
228	0.01510060721
229	0.01506203739
230	0.0150481791
231	0.01503040115
232	0.01484815741
233	0.01480700412
234	0.01463916444
235	0.01461788251
236	0.0144908339
237	0.01440746196
238	0.01439011412
239	0.01433084557
240	0.01429807186
241	0.01429130008
242	0.01414695208
243	0.01414137673
244	0.01401043428
245	0.01399089806
246	0.01396654012
247	0.01395125247
248	0.01393534484
249	0.01391923542
250	0.01390074409
251	0.01385168858
252	0.01383012833
253	0.01381248615
254	0.01376905676
255	0.01373485381
256	0.01368597614
257	0.01365692122
258	0.01362394538
259	0.01351671461
260	0.01349706243
261	0.01343485767
262	0.01341179816
263	0.01336567622
264	0.01332076706
265	0.01327345201
266	0.01320471998
267	0.01317608521
268	0.01311531685
269	0.01309944386
270	0.01307649298
271	0.01300969318
272	0.01295328836
273	0.01294047683
274	0.01280984158
275	0.01277468191
276	0.01267939962
277	0.01267451503
278	0.01260542317
279	0.01258217564
280	0.0125679679
281	0.01255376386
282	0.01248972502
283	0.01246400181
284	0.01245996785
285	0.01242764432
286	0.01241065213
287	0.01237023775
288	0.01227162413
289	0.01225136725
290	0.01223635235
291	0.01219200083
292	0.01212910428
293	0.01211102273
294	0.01209256437
295	0.01207265952
296	0.0120563364
297	0.01204135564
298	0.01200622407
299	0.01186813993
300	0.01180273196
301	0.01169317939
302	0.01166683085
303	0.01163057619
304	0.01153423607
305	0.01152171069
306	0.0114533194
307	0.01143022153
308	0.01131926011
309	0.01118873396
310	0.01116836961
311	0.01115163743
312	0.01113385268
313	0.01111388476
314	0.01109506091
315	0.01104821692
316	0.01102676284
317	0.01100288725
318	0.01098251448
319	0.01096046129
320	0.01087959768
321	0.01086861926
322	0.01084686222
323	0.01081427835
324	0.01079903095
325	0.01079289249
326	0.01078853821
327	0.01077618601
328	0.01076795854
329	0.01069138665
330	0.01067231875
331	0.01065382305
332	0.01063841868
333	0.01061269791
334	0.01049286225
335	0.01037722898
336	0.01036520426
337	0.01034981157
338	0.01033960352
339	0.01031404578
340	0.0103038942
341	0.0101905259
342	0.01015768536
343	0.01012268602
344	0.01010735599
345	0.01010057298
346	0.01009059096
347	0.01006670006
348	0.0100549428
349	0.01004552539
350	0.01004039468
351	0.01003131813
352	0.01001078564
353	0.009957364772
354	0.009911983353
355	0.00989959136
356	0.009833313724
357	0.009825490195
358	0.009799952566
359	0.009795645812
360	0.009771740914
361	0.00976713389
362	0.009755348869
363	0.009751783133
364	0.009728578475
365	0.009720538288
366	0.009668757035
367	0.00965733305
368	0.009609581958
369	0.009489667549
370	0.009404669798
371	0.00939657036
372	0.009377695618
373	0.009374853864
374	0.009368542718
375	0.009326894045
376	0.009316645746
377	0.009263541688
378	0.009219527639
379	0.009149982562
380	0.009139076643
381	0.009024492635
382	0.009008363932
383	0.008989813658
384	0.00898748011
385	0.008967338579
386	0.008944412665
387	0.008938610477
388	0.00890200572
389	0.008815115075
390	0.00880495234
391	0.008798338597
392	0.008712316137
393	0.008695471568
394	0.008640267474
395	0.008544204654
396	0.008514802748
397	0.00850772902
398	0.008503318679
399	0.008433720848
400	0.008369925251
401	0.008338526209
402	0.008335386473
403	0.008330358298
404	0.008289583233
405	0.008263764455
406	0.008246400918
407	0.008220094162
408	0.008212383181
409	0.008206939139
410	0.008190457195
411	0.008185737506
412	0.008180285134
413	0.008176157343
414	0.008172443878
415	0.008161473411
416	0.008151976603
417	0.008144861702
418	0.008136464154
419	0.008130927676
420	0.008129397329
421	0.008115608986
422	0.008111478306
423	0.008105958724
424	0.008087169884
425	0.008083757273
426	0.008069458211
427	0.008058790184
428	0.008055829094
429	0.008039171721
430	0.008017668674
431	0.007960148697
432	0.007889474006
433	0.007878722948
434	0.007859585304
435	0.007840625672
436	0.007754968783
437	0.007743450548
438	0.007738842794
439	0.007736874566
440	0.007687033013
441	0.007671002676
442	0.007658350273
443	0.00757776956
444	0.007569811427
445	0.00756720756
446	0.007562391065
447	0.007505077606
448	0.007502613273
449	0.007489949141
450	0.007411223428
451	0.007397824683
452	0.007388435778
453	0.007383652283
454	0.007369617002
455	0.007367380963
456	0.007344624266
457	0.007343270647
458	0.007341420311
459	0.007337509331
460	0.007276614352
461	0.007272059287
462	0.00726762831
463	0.007261499941
464	0.00724615863
465	0.007209927768
466	0.007206686247
467	0.007203851894
468	0.007190717718
469	0.007143641267
470	0.007136470042
471	0.00710476644
472	0.007033763569
473	0.007028482057
474	0.00702503761
475	0.007019297831
476	0.007007775729
477	0.007005957373
478	0.007001717599
479	0.006928734038
480	0.006921763419
481	0.006861772716
482	0.006855994399
483	0.006842415265
484	0.006840107414
485	0.006833807578
486	0.006833807578
487	0.006790629506
488	0.006786824631
489	0.00676480175
490	0.006758696978
491	0.006746655123
492	0.006741722407
493	0.006726169836
494	0.006720848529
495	0.006717174718
496	0.00671493593
497	0.006644460225
498	0.006639941421
499	0.00663380505
500	0.006616280712
501	0.006613617266
502	0.006600944622
503	0.006593049833
504	0.00657959991
505	0.006569499894
506	0.00656619359
507	0.006561331296
508	0.00654183365
509	0.006526621844
510	0.006517904736
511	0.00651308461
512	0.006508015426
513	0.006437636721
514	0.006430252007
515	0.006414661172
516	0.006411123501
517	0.006387407845
518	0.006383894142
519	0.006319309623
520	0.00629135119
521	0.006228097893
522	0.006226104344
523	0.006210663757
524	0.006202971158
525	0.006198572108
526	0.006140752351
527	0.006133118021
528	0.006128761188
529	0.006125323772
530	0.00612143884
531	0.006117157681
532	0.006114598399
533	0.006107487124
534	0.006104840622
535	0.006102600164
536	0.006046273606
537	0.005991672871
538	0.005988811381
539	0.005986136624
540	0.005933471875
541	0.005932289765
542	0.005928895538
543	0.005924773563
544	0.005913266025
545	0.005862363438
546	0.005857438402
547	0.005807759596
548	0.00580493348
549	0.005793008319
550	0.005745005076
551	0.005741187446
552	0.00573720138
553	0.005735792511
554	0.005729606292
555	0.005727117614
556	0.005725900178
557	0.005715205014
558	0.00571353406
559	0.005710154171
560	0.005661700341
561	0.005657212996
562	0.005653860056
563	0.005653348913
564	0.005651344242
565	0.005650363436
566	0.005645267541
567	0.00564410121
568	0.005637771123
569	0.005635513442
570	0.005630026758
571	0.005622518982
572	0.005622518982
573	0.005576827723
574	0.005566775835
575	0.005563875066
576	0.005519191719
577	0.005514907015
578	0.005506696947
579	0.005503863152
580	0.005499550533
581	0.005497110957
582	0.005492867643
583	0.005481662926
584	0.005451702261
585	0.00544868192
586	0.005439346427
587	0.005434062406
588	0.005433153693
589	0.00543219569
590	0.005427688706
591	0.005418989835
592	0.005415579647
593	0.005407183962
594	0.00540603676
595	0.005404674807
596	0.005361548943
597	0.005361529814
598	0.005355625873
599	0.005351667812
600	0.005339929337
601	0.005329637979
602	0.005284139925
603	0.005281337498
604	0.005280357015
605	0.005270310385
606	0.005262032687
607	0.005259663581
608	0.005254311695
609	0.005213633501
610	0.005213614511
611	0.00520440483
612	0.005189814075
613	0.00518510807
614	0.005179630838
615	0.005178766339
616	0.005175300487
617	0.005172127852
618	0.005161464948
619	0.005121720309
620	0.00512171207
621	0.005116975814
622	0.005116276734
623	0.005107903524
624	0.00509952236
625	0.005090252122
626	0.005084790439
627	0.005084775638
628	0.005082017893
629	0.005079271506
630	0.005040443739
631	0.005032547694
632	0.005021398805
633	0.005019776205
634	0.005010387234
635	0.005007014235
636	0.00500396955
637	0.005003072007
638	0.004961959472
639	0.004961577395
640	0.004921890204
641	0.004914504046
642	0.004909902994
643	0.004905420379
644	0.004905430851
645	0.004904655205
646	0.004899591376
647	0.004892016808
648	0.004886061257
649	0.004883520358
650	0.004857381572
651	0.004842274003
652	0.004842257247
653	0.004839059764
654	0.004829082305
655	0.004825931871
656	0.004823499094
657	0.00482106571
658	0.004785585019
659	0.004785050235
660	0.004750784698
661	0.004750784698
662	0.004743756878
663	0.004738922675
664	0.00473199222
665	0.004698606498
666	0.004695287993
667	0.004691366758
668	0.00469058115
669	0.004687951403
670	0.004683756911
671	0.004681452175
672	0.004657692457
673	0.004657692317
674	0.004656976294
675	0.00464653987
676	0.00461096814
677	0.004610966046
678	0.00461034902
679	0.004609681588
680	0.004607156934
681	0.0046034996
682	0.004602756069
683	0.004602743782
684	0.004595590805
685	0.004588547997
686	0.004586014966
687	0.004581428981
688	0.004573222028
689	0.004564670558
690	0.004558203628
691	0.004552133763
692	0.004549966144
693	0.004517982631
694	0.004511591338
695	0.004510949039
696	0.004488113533
697	0.004481818117
698	0.004478019107
699	0.004475132532
700	0.004472708861
701	0.004468994971
702	0.004467222226
703	0.004445126669
704	0.004441378575
705	0.004410912982
706	0.004406477162
707	0.004403136466
708	0.00440249668
709	0.004401871556
710	0.004401863597
711	0.004394856443
712	0.004391102437
713	0.004361044704
714	0.004356073498
715	0.004356067633
716	0.00435533248
717	0.004326201983
718	0.004319656677
719	0.00431964816
720	0.004319641178
721	0.004319643133
722	0.004319140604
723	0.004317047687
724	0.004317060673
725	0.004317054529
726	0.004316498521
727	0.004316490562
728	0.004310064082
729	0.004304086137
730	0.004299121263
731	0.004298513173
732	0.004277875853
733	0.004277375838
734	0.004268564382
735	0.004237431126
736	0.004234226242
737	0.004234225684
738	0.00423346116
739	0.004226004955
740	0.00422296353
741	0.004222549108
742	0.004221942506
743	0.004221923656
744	0.004202184498
745	0.004202184498
746	0.004196020523
747	0.004194857215
748	0.004194862381
749	0.004186476519
750	0.004180160534
751	0.004152981138
752	0.004152755775
753	0.004151762725
754	0.004151755464
755	0.004151748483
756	0.004151188705
757	0.004151182143
758	0.004151169436
759	0.004151179071
760	0.004150595277
761	0.00414249817
762	0.004139614575
763	0.004139052843
764	0.00413905368
765	0.004120067409
766	0.004114124559
767	0.004111236915
768	0.004084837773
769	0.004079320425
770	0.004073521862
771	0.004072976047
772	0.004072633905
773	0.004072615613
774	0.004072601092
775	0.004072052904
776	0.004071510301
777	0.004065787648
778	0.004065777595
779	0.00405845283
780	0.004058391672
781	0.004057913578
782	0.004039894792
783	0.004036843963
784	0.004031623141
785	0.004005970511
786	0.004005978051
787	0.003998419916
788	0.00399836183
789	0.003997839054
790	0.003992264828
791	0.003992272648
792	0.003992266504
793	0.003992260081
794	0.003991771096
795	0.003984913395
796	0.003984374003
797	0.003983844107
798	0.003966278433
799	0.003963302774
800	0.003960348478
801	0.003956484867
802	0.003931532573
803	0.003931515119
804	0.003930997231
805	0.003930467194
806	0.003925016171
807	0.003908175457
808	0.003907665248
809	0.003900459728
810	0.003900074907
811	0.00389509397
812	0.003892319421
813	0.003891800555
814	0.003867546321
815	0.003867541853
816	0.00386227244
817	0.00386227244
818	0.00386175902
819	0.003855326911
820	0.003854785006
821	0.003849624693
822	0.003849614639
823	0.003833360731
824	0.003828125393
825	0.003828127906
826	0.003828127906
827	0.003827644087
828	0.003820857282
829	0.003805009048
830	0.003804988662
831	0.003798302518
832	0.003794673577
833	0.003794673717
834	0.003794428107
835	0.003793925578
836	0.003770454529
837	0.003765394003
838	0.003764951096
839	0.003760294241
840	0.003760295218
841	0.003759824525
842	0.003753350806
843	0.00373042315
844	0.003728785009
845	0.003728789896
846	0.003722361418
847	0.0037111008
848	0.003707647745
849	0.003692395186
850	0.003692389461
851	0.003692381502
852	0.003692380943
853	0.003691895401
854	0.003685729379
855	0.003685748508
856	0.003685312583
857	0.003685300016
858	0.003685285634
859	0.003684602794
860	0.00368414383
861	0.003678389626
862	0.003655989074
863	0.003651824882
864	0.003651807289
865	0.003651345113
866	0.003650864785
867	0.003650408613
868	0.003644404192
869	0.003629751204
870	0.00360808413
871	0.003604767633
872	0.003604368291
873	0.003598477996
874	0.003598470456
875	0.003598437364
876	0.00359843485
877	0.003598161594
878	0.003598166202
879	0.003598153495
880	0.003597706958
881	0.003591679122
882	0.003591688058
883	0.003591686243
884	0.003591437282
885	0.003585482521
886	0.003571100416
887	0.003571112983
888	0.003565276349
889	0.003564591554
890	0.003564251555
891	0.003564241501
892	0.003550287587
893	0.003545193981
894	0.003545180297
895	0.003541653378
896	0.003541637229
897	0.00354161433
898	0.003541606371
899	0.0035415878
900	0.003541245147
901	0.003541251291
902	0.003541250314
903	0.003541236351
904	0.003540817739
905	0.003536255959
906	0.003536229988
907	0.003536223286
908	0.003536227196
909	0.003532797738
910	0.003511657209
911	0.003506092156
912	0.003501975578
913	0.00350196734
914	0.003501966642
915	0.003501537698
916	0.003480956479
917	0.003480955501
918	0.003480586088
919	0.003480127403
920	0.003480132011
921	0.003476759941
922	0.00347675296
923	0.003476753798
924	0.003473419799
925	0.003473419799
926	0.003473412678
927	0.00347298876
928	0.003467401925
929	0.003447192219
930	0.00344719934
931	0.003447191102
932	0.003447199899
933	0.003447193615
934	0.00344713539
935	0.003447137484
936	0.003446932507
937	0.003446707423
938	0.003446704212
939	0.003442315725
940	0.003442308046
941	0.003441998765
942	0.003441991364
943	0.003441987455
944	0.003441567028
945	0.003438267475
946	0.003438278227
947	0.003425133106
948	0.003420816808
949	0.003420533499
950	0.003416233678
951	0.003415837966
952	0.003396185943
953	0.003391919494
954	0.003379300256
955	0.003379302211
956	0.003374577683
957	0.003370743158
958	0.003370743158
959	0.003370333064
960	0.003366152208
961	0.003366146763
962	0.003366145227
963	0.003366153884
964	0.003365748258
965	0.003365350731
966	0.003360297095
967	0.003356511999
968	0.003356498734
969	0.003343858795
970	0.003343447445
971	0.003339395516
972	0.00333731828
973	0.003318328851
974	0.00331831028
975	0.003317941377
976	0.00331772132
977	0.003313274468
978	0.003313262181
979	0.003313255758
980	0.003312921204
981	0.003312942707
982	0.003312939775
983	0.00330985595
984	0.003306829836
985	0.003288196695
986	0.003284132151
987	0.003272322642
988	0.003270330245
989	0.003269932718
990	0.003269934394
991	0.00326992839
992	0.003269553762
993	0.003265673669
994	0.003265315797
995	0.003264948849
996	0.003261080534
997	0.003261080534
998	0.003261083326
999	0.003260807696
